Formatted Date,Summary,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2006-04-25 08:00:00.000 +0200,Partly Cloudy,15.00555556,15.00555556,0.78,8.7584,154,9.9015,1021.01
2006-04-25 16:00:00.000 +0200,Mostly Cloudy,23.96111111,23.96111111,0.38,8.5813,150,9.982,1018.28
2006-04-26 00:00:00.000 +0200,Clear,13.31111111,13.31111111,0.82,3.542,73,15.8263,1018.44
2006-04-26 08:00:00.000 +0200,Mostly Cloudy,16.73888889,16.73888889,0.74,7.245,147,10.3523,1017.7
2006-04-26 16:00:00.000 +0200,Mostly Cloudy,25.04444444,25.04444444,0.32,3.5903,185,11.2056,1013.97
2006-04-27 00:00:00.000 +0200,Mostly Cloudy,15.44444444,15.44444444,0.72,13.846,31,15.8263,1013.92
2006-04-27 08:00:00.000 +0200,Mostly Cloudy,15.89444444,15.89444444,0.74,10.2879,154,9.982,1013.13
2006-04-27 16:00:00.000 +0200,Overcast,21.25555556,21.25555556,0.67,4.8944,164,9.982,1011.19
2006-04-28 00:00:00.000 +0200,Mostly Cloudy,13.4,13.4,0.9,3.5098,116,11.9784,1012.56
2006-04-28 08:00:00.000 +0200,Mostly Cloudy,15.93333333,15.93333333,0.74,10.6743,132,9.4346,1011.59
2006-04-28 16:00:00.000 +0200,Partly Cloudy,21.22777778,21.22777778,0.41,16.4703,156,11.27,1009.04
2006-04-29 00:00:00.000 +0200,Partly Cloudy,12.31666667,12.31666667,0.65,11.1734,139,15.8263,1009.56
2006-04-29 08:00:00.000 +0200,Partly Cloudy,12.88888889,12.88888889,0.67,22.9586,150,10.3523,1009.23
2006-04-29 16:00:00.000 +0200,Mostly Cloudy,17.96111111,17.96111111,0.51,25.0516,129,9.982,1008.43
2006-04-03 00:00:00.000 +0200,Partly Cloudy,9.216666667,8.627777778,0.9,5.8443,189,14.6349,1014.24
2006-04-03 08:00:00.000 +0200,Clear,10.40555556,10.40555556,1,0.7245,18,5.3935,1014.91
2006-04-03 16:00:00.000 +0200,Partly Cloudy,17.84444444,17.84444444,0.45,4.4275,41,11.27,1011.95
2006-04-30 00:00:00.000 +0200,Mostly Cloudy,11.6,11.6,0.57,16.9855,150,15.8263,1011.68
2006-04-30 08:00:00.000 +0200,Mostly Cloudy,11.65555556,11.65555556,0.66,7.1806,90,15.3111,1012.96
2006-04-30 16:00:00.000 +0200,Partly Cloudy,17.8,17.8,0.38,17.2431,148,11.2056,1012.5
2006-04-04 00:00:00.000 +0200,Partly Cloudy,9.533333333,8.677777778,0.76,7.084,310,15.8263,1013.49
2006-04-04 08:00:00.000 +0200,Overcast,7.888888889,4.088888889,0.89,26.8387,330,11.2056,1014.12
2006-04-04 16:00:00.000 +0200,Partly Cloudy,12.91666667,12.91666667,0.67,3.6869,129,11.2056,1014.77
2006-04-05 00:00:00.000 +0200,Partly Cloudy,5.327777778,4.15,0.95,5.8926,157,8.1305,1015.92
2006-04-05 08:00:00.000 +0200,Clear,6.883333333,5.105555556,0.93,9.1126,135,5.6833,1014
2006-04-05 16:00:00.000 +0200,Mostly Cloudy,15.04444444,15.04444444,0.54,20.8817,160,9.982,1007.74
2006-04-06 00:00:00.000 +0200,Overcast,11.68888889,11.68888889,0.8,11.3183,211,15.7297,1005.45
2006-04-06 08:00:00.000 +0200,Overcast,7.233333333,4.683333333,0.93,13.846,322,3.6708,1008.4
2006-04-06 16:00:00.000 +0200,Overcast,6.038888889,2.344444444,0.93,20.4631,1,11.1251,1011.61
2006-04-07 00:00:00.000 +0200,Overcast,4.466666667,1.277777778,0.92,13.9748,301,9.9015,1013.9
2006-04-07 08:00:00.000 +0200,Mostly Cloudy,4.944444444,1.244444444,0.84,18.1769,337,9.982,1014.9
2006-04-07 16:00:00.000 +0200,Partly Cloudy,10.13888889,10.13888889,0.42,12.558,337,11.2056,1015.14
2006-04-08 00:00:00.000 +0200,Partly Cloudy,3.8,2.288888889,0.82,6.2146,270,15.7297,1017.32
2006-04-08 08:00:00.000 +0200,Clear,5.594444444,5.594444444,0.82,0.2254,236,5.8765,1018.47
2006-04-08 16:00:00.000 +0200,Partly Cloudy,13.88888889,13.88888889,0.46,10.3845,224,9.982,1017.37
2006-04-09 00:00:00.000 +0200,Clear,6.016666667,4.783333333,0.74,6.4078,163,15.8263,1018.39
2006-04-09 08:00:00.000 +0200,Clear,6.111111111,3.638888889,0.79,11.8979,141,9.5473,1018.66
2006-04-09 16:00:00.000 +0200,Mostly Cloudy,17.28888889,17.28888889,0.38,16.2288,159,9.982,1015.06
2006-08-01 00:00:00.000 +0200,Partly Cloudy,21.01666667,21.01666667,0.87,3.22,310,15.8263,1012.02
2006-08-01 08:00:00.000 +0200,Partly Cloudy,24.76111111,24.76111111,0.7,3.1717,41,9.9015,1011.86
2006-08-01 16:00:00.000 +0200,Partly Cloudy,31.97777778,32.16111111,0.4,12.0911,190,11.27,1008.2
2006-08-10 00:00:00.000 +0200,Partly Cloudy,15.56111111,15.56111111,0.92,3.3327,263,14.9086,1011.53
2006-08-10 08:00:00.000 +0200,Mostly Cloudy,16.26111111,16.26111111,0.87,8.6135,348,9.7083,1010.89
2006-08-10 16:00:00.000 +0200,Mostly Cloudy,24.97777778,24.97777778,0.51,7.6636,348,11.27,1008.39
2006-08-11 00:00:00.000 +0200,Overcast,17.25,17.25,0.89,10.5294,338,15.8263,1008.16
2006-08-11 08:00:00.000 +0200,Mostly Cloudy,16.16111111,16.16111111,0.81,15.8746,306,9.982,1008.07
2006-08-11 16:00:00.000 +0200,Partly Cloudy,25,25,0.42,20.0767,290,9.982,1007.71
2006-08-12 00:00:00.000 +0200,Mostly Cloudy,15.69444444,15.69444444,0.83,6.5044,281,15.8263,1009.79
2006-08-12 08:00:00.000 +0200,Mostly Cloudy,17.48333333,17.48333333,0.72,7.4221,10,9.982,1009.19
2006-08-12 16:00:00.000 +0200,Mostly Cloudy,23.61666667,23.61666667,0.6,15.2145,147,11.2056,1006.16
2006-08-13 00:00:00.000 +0200,Mostly Cloudy,16.73333333,16.73333333,0.93,6.0053,112,3.9123,1007.28
2006-08-13 08:00:00.000 +0200,Mostly Cloudy,17.66666667,17.66666667,0.96,9.5956,143,10.4811,1008.39
2006-08-13 16:00:00.000 +0200,Partly Cloudy,21.06666667,21.06666667,0.73,9.0643,132,11.27,1009.53
2006-08-14 00:00:00.000 +0200,Overcast,16.66666667,16.66666667,0.97,6.1824,159,7.9695,1010.49
2006-08-14 08:00:00.000 +0200,Mostly Cloudy,16.05,16.05,0.93,9.0643,220,3.6708,1011.92
2006-08-14 16:00:00.000 +0200,Partly Cloudy,23.88888889,23.88888889,0.58,9.5312,201,11.27,1012.83
2006-08-15 00:00:00.000 +0200,Mostly Cloudy,17.71111111,17.71111111,0.84,12.9444,309,15.8263,1013.41
2006-08-15 08:00:00.000 +0200,Partly Cloudy,18.65555556,18.65555556,0.85,7.3738,223,10.3523,1014.13
2006-08-15 16:00:00.000 +0200,Partly Cloudy,24.95,24.95,0.5,10.8031,229,11.2056,1014.96
2006-08-16 00:00:00.000 +0200,Partly Cloudy,15.07222222,15.07222222,0.93,2.2862,98,15.8263,1015.99
2006-08-16 08:00:00.000 +0200,Partly Cloudy,18.78888889,18.78888889,0.78,8.694,153,11.0285,1015.64
2006-08-16 16:00:00.000 +0200,Partly Cloudy,27.8,27.4,0.39,15.778,169,9.982,1013.07
2006-08-17 00:00:00.000 +0200,Partly Cloudy,19.35555556,19.35555556,0.74,11.0124,139,15.8263,1012.6
2006-08-17 08:00:00.000 +0200,Partly Cloudy,20.78333333,20.78333333,0.7,14.812,148,9.982,1012.65
2006-08-17 16:00:00.000 +0200,Clear,31.13333333,31.26111111,0.41,11.27,186,9.982,1011.74
2006-08-18 00:00:00.000 +0200,Clear,21.55,21.55,0.81,6.3917,152,15.8263,1012.66
2006-08-18 08:00:00.000 +0200,Partly Cloudy,22.10555556,22.10555556,0.81,14.49,168,9.8371,1012.81
2006-08-18 16:00:00.000 +0200,Mostly Cloudy,32.17222222,32.91111111,0.42,16.2932,211,9.982,1012.52
2006-08-19 00:00:00.000 +0200,Partly Cloudy,22.6,22.6,0.77,6.0536,266,15.8263,1015.69
2006-08-19 08:00:00.000 +0200,Clear,23.6,23.6,0.74,7.9212,243,10.3523,1017.88
2006-08-19 16:00:00.000 +0200,Partly Cloudy,32.12777778,32.22777778,0.39,17.3236,220,9.982,1017.07
2006-08-02 00:00:00.000 +0200,Mostly Cloudy,20.41666667,20.41666667,0.84,23.8602,339,15.6492,1008.14
2006-08-02 08:00:00.000 +0200,Overcast,20.08888889,20.08888889,0.92,9.7727,273,11.2056,1009.47
2006-08-02 16:00:00.000 +0200,Mostly Cloudy,24.79444444,24.79444444,0.58,17.0338,319,11.27,1008.94
2006-08-20 00:00:00.000 +0200,Partly Cloudy,21.08888889,21.08888889,0.9,3.1878,110,15.8263,1017.18
2006-08-20 08:00:00.000 +0200,Clear,23.77222222,23.77222222,0.75,0.966,150,9.982,1016.74
2006-08-20 16:00:00.000 +0200,Mostly Cloudy,31.08333333,31.9,0.45,14.2163,278,9.982,1015.69
2006-08-21 00:00:00.000 +0200,Breezy and Partly Cloudy,21.96666667,21.96666667,0.72,30.8315,310,15.8263,1015.64
2006-08-21 08:00:00.000 +0200,Mostly Cloudy,17.76111111,17.76111111,0.83,10.6421,305,10.3523,1019.16
2006-08-21 16:00:00.000 +0200,Mostly Cloudy,22.82777778,22.82777778,0.7,10.7548,224,11.27,1016.11
2006-08-22 00:00:00.000 +0200,Clear,15.05555556,15.05555556,0.87,6.9391,279,15.8263,1016.27
2006-08-22 08:00:00.000 +0200,Partly Cloudy,17.47222222,17.47222222,0.75,10.948,296,9.982,1016.04
2006-08-22 16:00:00.000 +0200,Partly Cloudy,24.92777778,24.92777778,0.42,14.5222,281,9.982,1014.21
2006-08-23 00:00:00.000 +0200,Partly Cloudy,15.02777778,15.02777778,0.92,3.7191,278,11.9784,1016.11
2006-08-23 08:00:00.000 +0200,Partly Cloudy,16.15555556,16.15555556,0.81,13.8138,290,10.3523,1016.58
2006-08-23 16:00:00.000 +0200,Partly Cloudy,23.73333333,23.73333333,0.54,13.7172,223,11.27,1015.39
2006-08-24 00:00:00.000 +0200,Partly Cloudy,13.9,13.9,0.92,3.3649,251,11.9784,1016.4
2006-08-24 08:00:00.000 +0200,Partly Cloudy,17.52222222,17.52222222,0.8,1.6905,166,9.9015,1015.36
2006-08-24 16:00:00.000 +0200,Mostly Cloudy,25.06666667,25.06666667,0.42,9.5956,101,9.982,1012.85
2006-08-25 00:00:00.000 +0200,Partly Cloudy,17.06111111,17.06111111,0.71,10.6582,119,15.8263,1011.78
2006-08-25 08:00:00.000 +0200,Mostly Cloudy,17.29444444,17.29444444,0.76,10.6582,117,10.0303,1009.36
2006-08-25 16:00:00.000 +0200,Partly Cloudy,23.81666667,23.81666667,0.59,15.6492,230,11.27,1008.57
2006-08-26 00:00:00.000 +0200,Mostly Cloudy,16.06666667,16.06666667,0.87,6.5044,306,15.8263,1010.12
2006-08-26 08:00:00.000 +0200,Mostly Cloudy,15.2,15.2,0.93,7.7119,253,11.3183,1010.71
2006-08-26 16:00:00.000 +0200,Mostly Cloudy,24.92777778,24.92777778,0.42,12.6224,308,11.2056,1009.61
2006-08-27 00:00:00.000 +0200,Partly Cloudy,14.07222222,14.07222222,0.85,6.2468,318,15.8263,1010.82
2006-08-27 08:00:00.000 +0200,Partly Cloudy,17.71111111,17.71111111,0.79,7.7763,305,10.3523,1011.32
2006-08-28 00:00:00.000 +0200,Mostly Cloudy,16.66666667,16.66666667,0.78,3.4615,346,15.8263,1010.67
2006-08-28 08:00:00.000 +0200,Overcast,15,15,0.94,14.5544,310,10.8836,1011.02
2006-08-29 00:00:00.000 +0200,Clear,13.87222222,13.87222222,0.93,3.4776,202,15.8263,1007.98
2006-08-29 08:00:00.000 +0200,Overcast,14.92222222,14.92222222,0.93,9.7727,241,4.6207,1005.79
2006-08-03 00:00:00.000 +0200,Partly Cloudy,17.13888889,17.13888889,0.87,6.44,300,15.8263,1009.64
2006-08-03 08:00:00.000 +0200,Mostly Cloudy,17.78333333,17.78333333,0.9,3.2361,253,11.0285,1008.62
2006-08-03 16:00:00.000 +0200,Mostly Cloudy,24.87777778,24.87777778,0.64,14.1197,79,11.27,1004.12
2006-08-30 00:00:00.000 +0200,Overcast,11.64444444,11.64444444,0.95,3.3327,172,15.8263,1009.1
2006-08-30 08:00:00.000 +0200,Overcast,12.30555556,12.30555556,0.93,8.8872,292,10.1913,1009.56
2006-08-31 00:00:00.000 +0200,Mostly Cloudy,12.22222222,12.22222222,0.86,11.5115,259,14.9086,1015.16
2006-08-31 08:00:00.000 +0200,Clear,12.78888889,12.78888889,0.78,17.3558,260,11.0285,1016.5
2006-08-31 16:00:00.000 +0200,Breezy and Mostly Cloudy,16.16111111,16.16111111,0.77,36.386,309,11.27,1017.18
2006-08-04 00:00:00.000 +0200,Mostly Cloudy,19.4,19.4,0.97,10.8192,112,8.1949,1000.81
2006-08-04 08:00:00.000 +0200,Mostly Cloudy,18.76666667,18.76666667,0.93,7.1967,256,10.7548,1004.13
2006-08-04 16:00:00.000 +0200,Mostly Cloudy,18.91666667,18.91666667,0.92,16.583,329,11.1251,1005.57
2006-08-05 00:00:00.000 +0200,Mostly Cloudy,16.46111111,16.46111111,0.97,2.9463,286,8.0017,1008.74
2006-08-05 08:00:00.000 +0200,Mostly Cloudy,15.05555556,15.05555556,0.93,3.0912,347,10.5294,1009.87
2006-08-05 16:00:00.000 +0200,Partly Cloudy,22.26666667,22.26666667,0.59,12.4292,308,11.27,1010.27
2006-08-06 08:00:00.000 +0200,Partly Cloudy,17.55555556,17.55555556,0.8,8.6457,192,9.982,1011.78
2006-08-06 16:00:00.000 +0200,Mostly Cloudy,23.75,23.75,0.51,10.8031,241,11.27,1010.01
2006-08-07 00:00:00.000 +0200,Partly Cloudy,15.14444444,15.14444444,0.95,3.1556,153,9.982,1009.8
2006-08-07 08:00:00.000 +0200,Partly Cloudy,17.92222222,17.92222222,0.89,4.5724,188,11.0285,1007.03
2006-08-07 16:00:00.000 +0200,Partly Cloudy,21.9,21.9,0.61,16.3898,249,11.27,1004.14
2006-08-08 00:00:00.000 +0200,Mostly Cloudy,16.68888889,16.68888889,0.97,3.4776,279,8.1305,1004.25
2006-08-08 08:00:00.000 +0200,Overcast,17.19444444,17.19444444,0.94,10.4972,298,7.9856,1004.81
2006-08-08 16:00:00.000 +0200,Partly Cloudy,22.75555556,22.75555556,0.66,22.1053,271,11.27,1005.36
2006-08-09 00:00:00.000 +0200,Partly Cloudy,15.07222222,15.07222222,0.93,6.3273,242,15.8263,1008
2006-08-09 08:00:00.000 +0200,Partly Cloudy,17.75555556,17.75555556,0.89,9.5473,296,9.9015,1008.83
2006-08-09 16:00:00.000 +0200,Mostly Cloudy,24.97777778,24.97777778,0.54,17.0821,310,11.2056,1009.11
2006-12-01 00:00:00.000 +0100,Overcast,6.572222222,5.416666667,0.93,6.44,340,4.3953,1038.06
2006-12-01 08:00:00.000 +0100,Foggy,6.061111111,6.061111111,1,3.6547,75,2.2057,1037.82
2006-12-01 16:00:00.000 +0100,Overcast,7.322222222,7.322222222,0.92,3.6386,112,4.0089,1035.71
2006-12-10 00:00:00.000 +0100,Overcast,9.044444444,6.2,0.83,19.8674,170,14.812,1015.83
2006-12-10 08:00:00.000 +0100,Foggy,6.088888889,6.088888889,0.99,2.9946,210,1.3685,1022.4
2006-12-10 16:00:00.000 +0100,Mostly Cloudy,7.372222222,4.961111111,0.85,13.1537,278,10.4006,1028.53
2006-12-11 00:00:00.000 +0100,Clear,1.872222222,-0.15,0.91,6.8264,243,15.8263,1033.2
2006-12-11 08:00:00.000 +0100,Foggy,1.111111111,1.111111111,0.92,3.703,263,3.0107,1033.21
2006-12-11 16:00:00.000 +0100,Clear,4.05,4.05,0.91,1.7227,51,5.7638,1029.84
2006-12-12 00:00:00.000 +0100,Foggy,2.372222222,2.372222222,0.96,2.5438,21,0.161,1029.02
2006-12-12 08:00:00.000 +0100,Foggy,0.766666667,-2.577777778,1,10.8031,199,0.161,1029.23
2006-12-12 16:00:00.000 +0100,Foggy,2.233333333,-0.405555556,0.93,9.1126,168,1.8193,1029.55
2006-12-13 00:00:00.000 +0100,Foggy,0.533333333,-3.566666667,0.96,14.0875,201,1.8837,1030.9
2006-12-13 08:00:00.000 +0100,Foggy,-1.088888889,-4.838888889,0.93,10.9319,180,0.322,1032.88
2006-12-13 16:00:00.000 +0100,Foggy,0.138888889,-3.311111111,1,10.7226,221,0.1771,1034.23
2006-12-14 00:00:00.000 +0100,Foggy,-0.072222222,-3.638888889,1,11.0285,229,0.322,1036.29
2006-12-14 08:00:00.000 +0100,Foggy,-1.111111111,-5.594444444,1,14.1358,190,0.7889,1036.9
2006-12-14 16:00:00.000 +0100,Foggy,0.983333333,-1.644444444,0.93,8.2593,186,1.3202,1036.54
2006-12-15 00:00:00.000 +0100,Foggy,-1.088888889,-1.088888889,0.96,3.2683,216,0.161,1037.09
2006-12-15 08:00:00.000 +0100,Foggy,-2.15,-2.15,1,3.2361,186,0.0161,1037.1
2006-12-15 16:00:00.000 +0100,Foggy,-0.138888889,-0.138888889,1,0.7245,71,0.5474,1035.35
2006-12-16 00:00:00.000 +0100,Foggy,-1.183333333,-1.183333333,0.96,3.22,40,0.161,1034.23
2006-12-16 16:00:00.000 +0100,Foggy,-1,-1,0.99,3.0107,172,0.7245,1030.14
2006-12-17 00:00:00.000 +0100,Foggy,-1.622222222,-1.622222222,1,3.22,100,0.161,1029.69
2006-12-17 16:00:00.000 +0100,Foggy,0.255555556,-3.216666667,0.99,10.8836,357,0.8855,1027.4
2006-12-18 00:00:00.000 +0100,Foggy,1.111111111,1.111111111,0.96,3.22,20,2.9785,1025.94
2006-12-18 08:00:00.000 +0100,Overcast,1.133333333,-2.85,0.93,14.1841,27,3.9123,1024.35
2006-12-18 16:00:00.000 +0100,Overcast,1.805555556,-2.494444444,0.96,16.9372,358,4.2665,1023.3
2006-12-19 00:00:00.000 +0100,Overcast,3.288888889,-1.938888889,0.82,27.6276,19,9.982,1023.64
2006-12-19 08:00:00.000 +0100,Overcast,2.244444444,-2.427777778,0.85,20.2699,10,11.27,1023.91
2006-12-19 16:00:00.000 +0100,Overcast,1.288888889,-3.127777778,1,16.8889,11,4.4919,1025.72
2006-12-02 00:00:00.000 +0100,Overcast,6.111111111,6.111111111,0.96,3.4937,140,3.4454,1034.7
2006-12-02 08:00:00.000 +0100,Mostly Cloudy,6.061111111,4.444444444,0.93,7.8246,139,4.8139,1032.61
2006-12-02 16:00:00.000 +0100,Partly Cloudy,5.461111111,4.333333333,0.8,5.8121,161,8.1305,1028.78
2006-12-20 08:00:00.000 +0100,Mostly Cloudy,0.9,-3.583333333,0.76,16.6957,348,9.982,1031.32
2006-12-20 16:00:00.000 +0100,Partly Cloudy,0.472222222,-2.227777778,0.79,8.1949,287,9.982,1032.15
2006-12-21 00:00:00.000 +0100,Overcast,-0.438888889,-2.616666667,0.92,6.2629,172,10.0464,1032.22
2006-12-21 08:00:00.000 +0100,Foggy,0.044444444,-3,0.92,9.1126,68,3.1395,1035.22
2006-12-21 16:00:00.000 +0100,Clear,1.355555556,-2.066666667,0.84,11.6403,30,7.728,1038.13
2006-12-22 00:00:00.000 +0100,Overcast,0.627777778,-1.533333333,0.92,6.6654,340,7.0357,1041.05
2006-12-22 08:00:00.000 +0100,Mostly Cloudy,1.138888889,1.138888889,0.99,3.3488,352,3.5581,1041.55
2006-12-22 16:00:00.000 +0100,Clear,2.544444444,2.544444444,0.85,0.9982,307,7.5187,1041.28
2006-12-23 00:00:00.000 +0100,Clear,-1.272222222,-5.15,0.92,11.27,270,6.118,1041.59
2006-12-23 08:00:00.000 +0100,Foggy,-2.333333333,-7.166666667,0.94,14.49,310,1.449,1041.9
2006-12-23 16:00:00.000 +0100,Overcast,1.788888889,-0.327777778,0.91,7.0679,271,5.6672,1041.1
2006-12-24 00:00:00.000 +0100,Foggy,1.694444444,1.694444444,0.94,1.8515,279,1.932,1040.81
2006-12-24 16:00:00.000 +0100,Foggy,2.766666667,1.083333333,0.89,6.2468,278,2.6243,1035.28
2006-12-25 00:00:00.000 +0100,Overcast,2.25,0.416666667,0.82,6.44,240,4.025,1032.9
2006-12-25 08:00:00.000 +0100,Foggy,1.983333333,0.111111111,0.98,6.44,280,1.932,1031.4
2006-12-25 16:00:00.000 +0100,Partly Cloudy,2.816666667,-0.222222222,0.92,11.2861,306,11.5276,1031.05
2006-12-26 00:00:00.000 +0100,Foggy,0.744444444,0.744444444,0.93,4.1699,290,1.449,1034.12
2006-12-26 08:00:00.000 +0100,Clear,-1.111111111,-1.111111111,0.92,4.7656,81,8.05,1037.28
2006-12-26 16:00:00.000 +0100,Partly Cloudy,0.577777778,-2.122222222,0.57,8.2754,356,15.3111,1036.92
2006-12-27 00:00:00.000 +0100,Clear,-5.844444444,-9.088888889,0.92,6.7942,219,8.05,1039.67
2006-12-27 08:00:00.000 +0100,Mostly Cloudy,-2.966666667,-6.011111111,0.84,7.4704,188,11.27,1037.86
2006-12-27 16:00:00.000 +0100,Partly Cloudy,0.2,-2.388888889,0.81,7.6958,214,12.0428,1035.66
2006-12-28 00:00:00.000 +0100,Foggy,-5,-7.9,0.96,6.3112,169,0.805,1034.7
